code_module,code_presentation,id_student,final_result,at_risk,risk_probability,risk_tier,predicted_at_risk
AAA,2013J,147793,Withdrawn,1,0.717039765693698,High,1
AAA,2013J,148993,Withdrawn,1,0.3344384953517045,Low,0
AAA,2013J,151358,Pass,0,0.45528827186027226,Medium,0
AAA,2013J,155550,Pass,0,0.3165751809479731,Low,0
AAA,2013J,155854,Pass,0,0.17372936710169323,Low,0
AAA,2013J,155984,Withdrawn,1,0.29106721119690243,Low,0
AAA,2013J,157568,Pass,0,0.1723740480822963,Low,0
AAA,2013J,159954,Withdrawn,1,0.30499435421962834,Low,0
AAA,2013J,164259,Pass,0,0.29499066360038917,Low,0
AAA,2013J,167906,Pass,0,0.2984089775928494,Low,0
AAA,2013J,168936,Pass,0,0.3594308070422359,Low,0
AAA,2013J,172112,Pass,0,0.274590873554899,Low,0
AAA,2013J,172797,Pass,0,0.33190657365412846,Low,0
AAA,2013J,174782,Pass,0,0.12055423052204561,Low,0
AAA,2013J,175392,Pass,0,0.13131444773837922,Low,0
AAA,2013J,175932,Pass,0,0.22231156096892893,Low,0
AAA,2013J,175991,Fail,1,0.6233013995578673,High,1
AAA,2013J,180753,Pass,0,0.279248840282657,Low,0
AAA,2013J,181316,Withdrawn,1,0.38695647675734207,Low,0
AAA,2013J,183096,Pass,0,0.346346562445073,Low,0
AAA,2013J,183947,Pass,0,0.42895567172761695,Medium,0
AAA,2013J,184271,Pass,0,0.2769361856268412,Low,0
AAA,2013J,185439,Fail,1,0.5368890799411312,Medium,1
AAA,2013J,186149,Pass,0,0.20726128984870254,Low,0
AAA,2013J,187100,Distinction,0,0.17270719714405428,Low,0
AAA,2013J,188278,Withdrawn,1,0.27032811720635214,Low,0
AAA,2013J,189879,Pass,0,0.2971034817816358,Low,0
AAA,2013J,192183,Pass,0,0.2502511562545924,Low,0
AAA,2013J,195262,Withdrawn,1,0.4577237765258241,Medium,0
AAA,2013J,200860,Pass,0,0.3587068068787074,Low,0
AAA,2013J,202635,Withdrawn,1,0.3118686889674298,Low,0
AAA,2013J,205350,Pass,0,0.2374004141648828,Low,0
AAA,2013J,205719,Fail,1,0.5118959490663446,Medium,1
AAA,2013J,227499,Distinction,0,0.1558848268640764,Low,0
AAA,2013J,227517,Fail,1,0.43995211599542516,Medium,0
AAA,2013J,228082,Pass,0,0.44900741271105105,Medium,0
AAA,2013J,228222,Pass,0,0.5433077948679429,Medium,1
AAA,2013J,229179,Pass,0,0.43062061440235483,Medium,0
AAA,2013J,229361,Pass,0,0.2265999535942678,Low,0
AAA,2013J,231554,Pass,0,0.275139332446582,Low,0
AAA,2013J,235507,Withdrawn,1,0.4820627181509343,Medium,0
AAA,2013J,236284,Pass,0,0.34346419357134983,Low,0
AAA,2013J,238007,Pass,0,0.16386239911556916,Low,0
AAA,2013J,240712,Pass,0,0.28484507560922456,Low,0
AAA,2013J,240884,Pass,0,0.38298099609285535,Low,0
AAA,2013J,241649,Pass,0,0.13000217010031137,Low,0
AAA,2013J,241729,Fail,1,0.4170307755132525,Medium,0
AAA,2013J,242793,Pass,0,0.37475132011040757,Low,0
AAA,2013J,246834,Pass,0,0.29972448003704083,Low,0
AAA,2013J,248270,Pass,0,0.2994705246187526,Low,0
AAA,2013J,255548,Pass,0,0.17790549172497166,Low,0
AAA,2013J,256815,Pass,0,0.41050093865137965,Medium,0
AAA,2013J,258392,Pass,0,0.4441613628093231,Medium,0
AAA,2013J,258894,Pass,0,0.2768978051484584,Low,0
AAA,2013J,260355,Withdrawn,1,0.5925912788636372,Medium,1
AAA,2013J,262011,Pass,0,0.3266371260423982,Low,0
AAA,2013J,262934,Pass,0,0.170256068185664,Low,0
AAA,2013J,268073,Fail,1,0.4003951624594094,Medium,0
AAA,2013J,268733,Withdrawn,1,0.7828701701733962,High,1
AAA,2013J,271251,Pass,0,0.15586291006363795,Low,0
AAA,2013J,277880,Withdrawn,1,0.32611191917082816,Low,0
AAA,2013J,279572,Distinction,0,0.3141564630948964,Low,0
AAA,2013J,281022,Pass,0,0.38406091601944664,Low,0
AAA,2013J,281250,Fail,1,0.5431257291296689,Medium,1
AAA,2013J,281589,Fail,1,0.6468270080953858,High,1
AAA,2013J,282821,Pass,0,0.30055081398111827,Low,0
AAA,2013J,286488,Pass,0,0.4754536338847026,Medium,0
AAA,2013J,287548,Pass,0,0.4075948459475572,Medium,0
AAA,2013J,290201,Pass,0,0.26481591271172306,Low,0
AAA,2013J,290757,Pass,0,0.4101537585542479,Medium,0
AAA,2013J,291334,Distinction,0,0.1332928901107674,Low,0
AAA,2013J,292923,Withdrawn,1,0.9729103969125675,High,1
AAA,2013J,293699,Pass,0,0.8981216724314534,High,1
AAA,2013J,294570,Pass,0,0.1850688257890526,Low,0
AAA,2013J,294594,Pass,0,0.35342208743710496,Low,0
AAA,2013J,295741,Fail,1,0.6901106210785339,High,1
AAA,2013J,296332,Distinction,0,0.11753455828940552,Low,0
AAA,2013J,298696,Pass,0,0.2825069800060176,Low,0
AAA,2013J,300398,Pass,0,0.2290612703042462,Low,0
AAA,2013J,302302,Fail,1,0.4526433759999717,Medium,0
AAA,2013J,305152,Fail,1,0.5228558140257441,Medium,1
AAA,2013J,305386,Pass,0,0.26398138896657874,Low,0
AAA,2013J,305539,Withdrawn,1,0.8558135656981853,High,1
AAA,2013J,306107,Pass,0,0.37836185379426396,Low,0
AAA,2013J,306466,Pass,0,0.22500178524169087,Low,0
AAA,2013J,306897,Pass,0,0.2354738574203701,Low,0
AAA,2013J,307061,Pass,0,0.2127564145733697,Low,0
AAA,2013J,307866,Pass,0,0.5354379063869469,Medium,1
AAA,2013J,311917,Pass,0,0.3831678240151807,Low,0
AAA,2013J,312537,Distinction,0,0.11043269969475057,Low,0
AAA,2013J,312782,Pass,0,0.24502347465425572,Low,0
AAA,2013J,318933,Pass,0,0.24745068817212953,Low,0
AAA,2013J,319047,Pass,0,0.22275838884887886,Low,0
AAA,2013J,321942,Pass,0,0.15238071249138493,Low,0
AAA,2013J,324002,Pass,0,0.15147502188174786,Low,0
AAA,2013J,324084,Pass,0,0.2948271454197801,Low,0
AAA,2013J,324282,Pass,0,0.507455417795938,Medium,1
AAA,2013J,331358,Withdrawn,1,0.23886867126115835,Low,0
AAA,2013J,332789,Pass,0,0.28742924439784967,Low,0
AAA,2013J,333059,Pass,0,0.4936531747768798,Medium,0
AAA,2013J,333323,Pass,0,0.37339379043552673,Low,0
AAA,2013J,334259,Fail,1,0.46722901850965814,Medium,0
AAA,2013J,334333,Withdrawn,1,0.6129655501973903,High,1
AAA,2013J,335764,Withdrawn,1,0.22085327515593925,Low,0
AAA,2013J,336207,Pass,0,0.23340180747430014,Low,0
AAA,2013J,339972,Pass,0,0.38728017011041393,Low,0
AAA,2013J,341872,Fail,1,0.6559694253640075,High,1
AAA,2013J,342007,Withdrawn,1,0.32440901625126356,Low,0
AAA,2013J,342514,Pass,0,0.34783713854773884,Low,0
AAA,2013J,342972,Pass,0,0.3490479257878453,Low,0
AAA,2013J,343446,Pass,0,0.23381203943039008,Low,0
AAA,2013J,344282,Fail,1,0.6197609915281991,High,1
AAA,2013J,345068,Pass,0,0.41734670865772194,Medium,0
AAA,2013J,345357,Distinction,0,0.27473776939541134,Low,0
AAA,2013J,346025,Pass,0,0.26283044615808676,Low,0
AAA,2013J,346843,Fail,1,0.6835800383797686,High,1
AAA,2013J,350188,Pass,0,0.30879285043522825,Low,0
AAA,2013J,354858,Withdrawn,1,0.7980322059886622,High,1
AAA,2013J,357668,Fail,1,0.6138861375862582,High,1
AAA,2013J,364177,Fail,1,0.4374484036554888,Medium,0
AAA,2013J,365244,Pass,0,0.3261328734656995,Low,0
AAA,2013J,365642,Pass,0,0.35347469785037683,Low,0
AAA,2013J,366483,Pass,0,0.16780864766859824,Low,0
AAA,2013J,368194,Pass,0,0.5562854416390745,Medium,1
AAA,2013J,368824,Fail,1,0.4464889023985609,Medium,0
AAA,2013J,368963,Pass,0,0.6034736356608917,High,1
AAA,2013J,376439,Distinction,0,0.1306386852940839,Low,0
AAA,2013J,376581,Pass,0,0.17814952038678242,Low,0
AAA,2013J,380953,Pass,0,0.23606978083386004,Low,0
AAA,2013J,383254,Pass,0,0.32069390326581265,Low,0
AAA,2013J,386924,Pass,0,0.5266749315648529,Medium,1
AAA,2013J,386952,Pass,0,0.2935655915026681,Low,0
AAA,2013J,388722,Pass,0,0.4018878193248689,Medium,0
AAA,2013J,388885,Pass,0,0.3965054539580116,Low,0
AAA,2013J,390890,Withdrawn,1,0.36414904918143337,Low,0
AAA,2013J,392756,Fail,1,0.5867760448156113,Medium,1
AAA,2013J,392931,Pass,0,0.46450078411318635,Medium,0
AAA,2013J,393207,Pass,0,0.39503019007354184,Low,0
AAA,2013J,396872,Pass,0,0.41188914526834475,Medium,0
AAA,2013J,398552,Fail,1,0.655939682752266,High,1
AAA,2013J,401869,Pass,0,0.36914288561572156,Low,0
AAA,2013J,402470,Pass,0,0.2214888881704096,Low,0
AAA,2013J,404804,Pass,0,0.6238126680288603,High,1
AAA,2013J,405088,Pass,0,0.23823496914503717,Low,0
AAA,2013J,405961,Withdrawn,1,0.9837115258586779,High,1
AAA,2013J,414117,Pass,0,0.24421028364242323,Low,0
AAA,2013J,415969,Withdrawn,1,0.4989182554870614,Medium,0
AAA,2013J,420087,Fail,1,0.5034121150315845,Medium,1
AAA,2013J,429958,Pass,0,0.48106276445617857,Medium,0
AAA,2013J,441018,Pass,0,0.4992791974657073,Medium,0
AAA,2013J,441888,Pass,0,0.43572397402206436,Medium,0
AAA,2013J,442442,Withdrawn,1,0.5627390003777493,Medium,1
AAA,2013J,444677,Distinction,0,0.19729021578824335,Low,0
AAA,2013J,470588,Withdrawn,1,0.29250100669349227,Low,0
AAA,2013J,489455,Pass,0,0.2335566185104579,Low,0
AAA,2013J,494424,Fail,1,0.6032695850590867,High,1
AAA,2013J,495284,Pass,0,0.30971932289390947,Low,0
AAA,2013J,498857,Pass,0,0.25880082459276355,Low,0
AAA,2013J,508818,Pass,0,0.27135656668214214,Low,0
AAA,2013J,512460,Pass,0,0.38433429129666247,Low,0
AAA,2013J,544103,Pass,0,0.19033467276369806,Low,0
AAA,2013J,550383,Pass,0,0.2423949573899022,Low,0
AAA,2013J,564450,Fail,1,0.5327154275064964,Medium,1
AAA,2013J,568601,Withdrawn,1,0.2502122954039167,Low,0
AAA,2013J,572652,Pass,0,0.35414450966214217,Low,0
AAA,2013J,580389,Pass,0,0.2405964443847169,Low,0
AAA,2013J,581129,Fail,1,0.6517897809596437,High,1
AAA,2013J,588775,Pass,0,0.15673670018251978,Low,0
AAA,2013J,591774,Pass,0,0.17820762867395376,Low,0
AAA,2013J,603861,Withdrawn,1,0.3176821935194673,Low,0
AAA,2013J,606143,Fail,1,0.23875444772565022,Low,0
AAA,2013J,704156,Pass,0,0.24017256992920566,Low,0
AAA,2013J,705379,Distinction,0,0.1652798166907511,Low,0
AAA,2013J,721259,Withdrawn,1,0.3843539070575024,Low,0
AAA,2013J,749412,Pass,0,0.14872420832091676,Low,0
AAA,2013J,760729,Distinction,0,0.14408541942632663,Low,0
AAA,2013J,905042,Pass,0,0.20805519102533943,Low,0
AAA,2013J,949618,Pass,0,0.25002820977344353,Low,0
AAA,2013J,958987,Pass,0,0.2704268810597352,Low,0
AAA,2013J,968578,Pass,0,0.4676738725562169,Medium,0
AAA,2013J,969076,Withdrawn,1,0.3557017420970832,Low,0
AAA,2013J,971027,Pass,0,0.19328551418332598,Low,0
AAA,2013J,978739,Pass,0,0.22809923387666498,Low,0
AAA,2013J,1035023,Pass,0,0.28054599819653914,Low,0
AAA,2013J,1105478,Pass,0,0.1362869525689714,Low,0
AAA,2013J,1352868,Withdrawn,1,0.3224136400794406,Low,0
AAA,2013J,1401935,Fail,1,0.6121831995390088,High,1
AAA,2013J,1402638,Pass,0,0.2795207070637332,Low,0
AAA,2013J,1414443,Fail,1,0.659866570676581,High,1
AAA,2013J,1456619,Withdrawn,1,0.26864978421861774,Low,0
AAA,2013J,1465690,Pass,0,0.22244580976151387,Low,0
AAA,2013J,1472925,Fail,1,0.7068209032166629,High,1
AAA,2013J,1488959,Pass,0,0.291579380994718,Low,0
AAA,2013J,1518989,Pass,0,0.2247606525766677,Low,0
AAA,2013J,1618738,Pass,0,0.2969968573629501,Low,0
AAA,2013J,1620151,Fail,1,0.184931411119358,Low,0
AAA,2013J,1626710,Distinction,0,0.14828683245254795,Low,0
AAA,2013J,1640609,Pass,0,0.17381874015182483,Low,0
AAA,2013J,1686521,Withdrawn,1,0.36286191811214175,Low,0
AAA,2013J,1729319,Pass,0,0.19076117408443494,Low,0
AAA,2013J,1746134,Pass,0,0.20035141822750582,Low,0
AAA,2013J,1758449,Withdrawn,1,0.41891599823717335,Medium,0
AAA,2013J,1763015,Withdrawn,1,0.7616611048501811,High,1
AAA,2013J,1765788,Pass,0,0.2805782745424688,Low,0
AAA,2013J,1801229,Pass,0,0.17876642232388246,Low,0
AAA,2013J,1801641,Pass,0,0.34594841659482545,Low,0
AAA,2013J,1847830,Pass,0,0.1933652057275266,Low,0
AAA,2013J,1860318,Pass,0,0.4725971035392613,Medium,0
AAA,2013J,1889511,Pass,0,0.3327432132402189,Low,0
AAA,2013J,1889577,Pass,0,0.2804160037930793,Low,0
AAA,2013J,1894188,Pass,0,0.21000666637361853,Low,0
AAA,2013J,1938355,Pass,0,0.1575556176726116,Low,0
AAA,2013J,1942396,Pass,0,0.44774970275251486,Medium,0
AAA,2013J,1970390,Withdrawn,1,0.30118806015772537,Low,0
AAA,2013J,1976139,Pass,0,0.395305326616069,Low,0
AAA,2013J,2011876,Pass,0,0.20727424744350542,Low,0
AAA,2013J,2012966,Pass,0,0.38430504873875415,Low,0
AAA,2013J,2051699,Pass,0,0.3501005086131614,Low,0
AAA,2013J,2062879,Fail,1,0.3620317763979348,Low,0
AAA,2013J,2065691,Withdrawn,1,0.836211505143287,High,1
AAA,2013J,2073016,Withdrawn,1,0.6039375386112702,High,1
AAA,2013J,2080474,Pass,0,0.14038558407325616,Low,0
AAA,2013J,2083877,Pass,0,0.31404297547900983,Low,0
AAA,2013J,2084066,Fail,1,0.5096239743008161,Medium,1
AAA,2013J,2104505,Pass,0,0.305414903545033,Low,0
AAA,2013J,2122180,Distinction,0,0.23488508918823556,Low,0
AAA,2013J,2139353,Withdrawn,1,0.4233958786784175,Medium,0
AAA,2013J,2143752,Pass,0,0.40262902477927726,Medium,0
AAA,2013J,2146792,Pass,0,0.23210790346288668,Low,0
AAA,2013J,2149225,Withdrawn,1,0.6528498899485997,High,1
AAA,2013J,2153153,Pass,0,0.30962272835475785,Low,0
AAA,2013J,2155014,Pass,0,0.3905322674785098,Low,0
AAA,2013J,2164705,Fail,1,0.39537290779233625,Low,0
AAA,2013J,2171627,Pass,0,0.2797793471110664,Low,0
AAA,2013J,2182846,Pass,0,0.21546907457114417,Low,0
AAA,2013J,2194100,Pass,0,0.22389140992337705,Low,0
AAA,2013J,2197016,Pass,0,0.22792369029818926,Low,0
AAA,2013J,2208424,Pass,0,0.30069208661134866,Low,0
AAA,2013J,2229865,Pass,0,0.23443400810835588,Low,0
AAA,2013J,2255601,Withdrawn,1,0.2905318689470127,Low,0
AAA,2013J,2268379,Pass,0,0.19690565273952337,Low,0
AAA,2013J,2278464,Pass,0,0.5147344955474606,Medium,1
AAA,2013J,2293923,Pass,0,0.3136452726156453,Low,0
AAA,2013J,2312620,Withdrawn,1,0.6682982511119193,High,1
AAA,2013J,2318055,Withdrawn,1,0.9754525774329129,High,1
AAA,2013J,2324976,Withdrawn,1,0.9748703918641408,High,1
AAA,2013J,2329342,Pass,0,0.4213586595741831,Medium,0
AAA,2013J,2339528,Distinction,0,0.5923501149802439,Medium,1
AAA,2013J,2342426,Fail,1,0.47848492238137064,Medium,0
AAA,2013J,2344901,Fail,1,0.445845481888744,Medium,0
AAA,2013J,2358056,Fail,1,0.4530148955304768,Medium,0
AAA,2013J,2358969,Withdrawn,1,0.4343001971759693,Medium,0
AAA,2013J,2364471,Pass,0,0.16387297145128474,Low,0
AAA,2013J,2365101,Withdrawn,1,0.9834748638984171,High,1
AAA,2013J,2367155,Pass,0,0.3354595682980154,Low,0
AAA,2013J,2369266,Pass,0,0.3690456922137964,Low,0
AAA,2013J,2376496,Pass,0,0.3290682891600701,Low,0
AAA,2013J,2391984,Withdrawn,1,0.4358537958599728,Medium,0
AAA,2013J,2411661,Fail,1,0.5488700111641687,Medium,1
AAA,2013J,2411778,Withdrawn,1,0.3291323225359411,Low,0
AAA,2013J,2412002,Distinction,0,0.19299935243466332,Low,0
AAA,2013J,2412967,Pass,0,0.1527022188738317,Low,0
AAA,2013J,2429854,Withdrawn,1,0.687039611708142,High,1
AAA,2013J,2437837,Pass,0,0.2541276503710544,Low,0
AAA,2013J,2449878,Pass,0,0.4584883010048808,Medium,0
AAA,2013J,2456480,Fail,1,0.7305257739651807,High,1
AAA,2013J,2457256,Pass,0,0.4926840974148169,Medium,0
AAA,2013J,2458355,Pass,0,0.18824604422396543,Low,0
AAA,2013J,2460080,Pass,0,0.1323338028128036,Low,0
AAA,2013J,2461190,Fail,1,0.4136467393083592,Medium,0
AAA,2013J,2469673,Fail,1,0.6261913828636565,High,1
AAA,2013J,2470694,Withdrawn,1,0.2710439551335638,Low,0
AAA,2013J,2479954,Pass,0,0.37373404207362815,Low,0
AAA,2013J,2481901,Pass,0,0.19687913566214887,Low,0
AAA,2013J,2482700,Pass,0,0.37751069196082776,Low,0
AAA,2013J,2486127,Pass,0,0.26804327441643383,Low,0
AAA,2013J,2498700,Pass,0,0.5648803673093906,Medium,1
AAA,2013J,2516503,Pass,0,0.15966496084965473,Low,0
AAA,2013J,2518069,Pass,0,0.2006384892026667,Low,0
AAA,2013J,2521459,Pass,0,0.3751895349708822,Low,0
AAA,2013J,2523736,Pass,0,0.5463102230372547,Medium,1
AAA,2013J,2529279,Pass,0,0.23369687736144726,Low,0
AAA,2013J,2532302,Pass,0,0.318839661950557,Low,0
AAA,2013J,2536991,Distinction,0,0.23806443622467177,Low,0
AAA,2013J,2542724,Withdrawn,1,0.7818041181254393,High,1
AAA,2013J,2550279,Pass,0,0.20297971436182496,Low,0
AAA,2013J,2551220,Pass,0,0.26067923755419414,Low,0
AAA,2013J,2552472,Withdrawn,1,0.5707087812585969,Medium,1
AAA,2013J,2555340,Pass,0,0.11599289479114092,Low,0
AAA,2013J,2557283,Pass,0,0.19790303034488724,Low,0
AAA,2013J,2559575,Pass,0,0.5321289192664672,Medium,1
AAA,2013J,2562034,Pass,0,0.43954538861833015,Medium,0
AAA,2013J,2566163,Pass,0,0.1741947335014279,Low,0
AAA,2013J,2566592,Pass,0,0.14468869552773245,Low,0
AAA,2013J,2569324,Withdrawn,1,0.8931385366183251,High,1
AAA,2013J,2574528,Pass,0,0.24515632570276322,Low,0
AAA,2013J,2574583,Pass,0,0.37908701547579904,Low,0
AAA,2013J,2576122,Withdrawn,1,0.4587808584283606,Medium,0
AAA,2013J,2578995,Pass,0,0.2737181467172832,Low,0
AAA,2013J,2586560,Pass,0,0.26217405813436623,Low,0
AAA,2013J,2594139,Pass,0,0.1481820778480026,Low,0
AAA,2013J,2598871,Pass,0,0.21338521310207345,Low,0
AAA,2013J,2599352,Pass,0,0.3540082750190038,Low,0
AAA,2013J,2600688,Pass,0,0.4367032024475829,Medium,0
AAA,2013J,2606098,Pass,0,0.2917297841204451,Low,0
AAA,2013J,2613116,Pass,0,0.3421699439016319,Low,0
AAA,2013J,2617002,Pass,0,0.4215675046536008,Medium,0
AAA,2013J,2620584,Fail,1,0.5327188987703875,Medium,1
AAA,2013J,2639449,Pass,0,0.4293652742903555,Medium,0
AAA,2013J,2639540,Pass,0,0.3887407613209157,Low,0
AAA,2013J,2639641,Pass,0,0.3653530882029257,Low,0
AAA,2013J,2641155,Pass,0,0.21058009525302812,Low,0
AAA,2013J,2643002,Pass,0,0.34037591649604193,Low,0
AAA,2013J,2645733,Pass,0,0.1937961973724154,Low,0
AAA,2013J,2649826,Distinction,0,0.270690707250507,Low,0
AAA,2013J,2650282,Pass,0,0.25471915405595563,Low,0
AAA,2013J,2664024,Pass,0,0.47898651971519923,Medium,0
AAA,2013J,2666246,Pass,0,0.3358339230106512,Low,0
AAA,2013J,2669816,Fail,1,0.49399100559717163,Medium,0
AAA,2013J,2671132,Pass,0,0.39229259804769584,Low,0
AAA,2013J,2676809,Fail,1,0.5642673070354308,Medium,1
AAA,2013J,2678643,Pass,0,0.21273319203609764,Low,0
AAA,2013J,2685865,Pass,0,0.26424274086876737,Low,0
AAA,2013J,2688067,Pass,0,0.38803678381193435,Low,0
AAA,2013J,2689958,Distinction,0,0.13976995302930667,Low,0
AAA,2013J,2691206,Distinction,0,0.1733228153045114,Low,0
AAA,2013J,2691244,Pass,0,0.5926216353373417,Medium,1
AAA,2013J,2694424,Pass,0,0.1872389204894198,Low,0
AAA,2013J,2698257,Pass,0,0.6091801358350124,High,1
AAA,2014J,6516,Pass,0,0.25586732546446006,Low,0
AAA,2014J,24734,Pass,0,0.5839785299479449,Medium,1
AAA,2014J,26192,Distinction,0,0.11310076159090335,Low,0
AAA,2014J,28061,Pass,0,0.274867995486119,Low,0
AAA,2014J,31600,Pass,0,0.5051884724339114,Medium,1
AAA,2014J,46844,Pass,0,0.43004299320057604,Medium,0
AAA,2014J,52765,Pass,0,0.32453907982445623,Low,0
AAA,2014J,55104,Pass,0,0.2215823900257163,Low,0
AAA,2014J,58071,Pass,0,0.10892310980499252,Low,0
AAA,2014J,58316,Pass,0,0.19295651379346546,Low,0
AAA,2014J,62487,Pass,0,0.2784399161183556,Low,0
AAA,2014J,63165,Pass,0,0.46205504811911063,Medium,0
AAA,2014J,65002,Fail,1,0.6130372250803447,High,1
AAA,2014J,70011,Pass,0,0.2186246598970596,Low,0
AAA,2014J,75255,Pass,0,0.28226844080832314,Low,0
AAA,2014J,79403,Withdrawn,1,0.39404796750977655,Low,0
AAA,2014J,85092,Pass,0,0.593458254019566,Medium,1
AAA,2014J,85144,Pass,0,0.3685400482652046,Low,0
AAA,2014J,85302,Pass,0,0.31196910994454224,Low,0
AAA,2014J,87431,Withdrawn,1,0.7417548999643725,High,1
AAA,2014J,94961,Pass,0,0.4401091057477597,Medium,0
AAA,2014J,95755,Withdrawn,1,0.590647074606792,Medium,1
AAA,2014J,101116,Pass,0,0.1994913001782397,Low,0
AAA,2014J,107489,Pass,0,0.13881576526207184,Low,0
AAA,2014J,108872,Pass,0,0.26705102164465805,Low,0
AAA,2014J,109155,Pass,0,0.19066063419156534,Low,0
AAA,2014J,111512,Fail,1,0.280380316200925,Low,0
AAA,2014J,117818,Pass,0,0.300100941965547,Low,0
AAA,2014J,119902,Withdrawn,1,0.2252555712360167,Low,0
AAA,2014J,121349,Pass,0,0.3926115121599984,Low,0
AAA,2014J,124064,Distinction,0,0.17826505134963597,Low,0
AAA,2014J,125018,Pass,0,0.27889977606519634,Low,0
AAA,2014J,129955,Withdrawn,1,0.35471721839732206,Low,0
AAA,2014J,130034,Pass,0,0.17862133343024295,Low,0
AAA,2014J,130547,Pass,0,0.24296408833766023,Low,0
AAA,2014J,130636,Pass,0,0.5042601140888876,Medium,1
AAA,2014J,131390,Pass,0,0.30096154895953037,Low,0
AAA,2014J,133816,Pass,0,0.20697176563128175,Low,0
AAA,2014J,133922,Pass,0,0.5142109053521459,Medium,1
AAA,2014J,135335,Withdrawn,1,0.8351385959993304,High,1
AAA,2014J,135400,Pass,0,0.40118670413815094,Medium,0
AAA,2014J,135471,Distinction,0,0.18169489823204862,Low,0
AAA,2014J,139033,Fail,1,0.4692048561288633,Medium,0
AAA,2014J,141377,Pass,0,0.41032321175582886,Medium,0
AAA,2014J,141506,Fail,1,0.31252438689956796,Low,0
AAA,2014J,146503,Pass,0,0.47766188695600653,Medium,0
AAA,2014J,147756,Pass,0,0.5228238397208829,Medium,1
AAA,2014J,148993,Pass,0,0.20177245042557515,Low,0
AAA,2014J,149741,Pass,0,0.2387772892973542,Low,0
AAA,2014J,149962,Pass,0,0.4936984393221717,Medium,0
AAA,2014J,151587,Withdrawn,1,0.4252730483631707,Medium,0
AAA,2014J,152668,Withdrawn,1,0.2877096953927872,Low,0
